/home/gusein/MachineLearning/behavioral-cloning/IMG/center_2017_06_01_10_38_48_215.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/left_2017_06_01_10_38_48_215.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/right_2017_06_01_10_38_48_215.jpg, 0, 0, 0, 0.0001256703
/home/gusein/MachineLearning/behavioral-cloning/IMG/center_2017_06_01_10_38_48_347.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/left_2017_06_01_10_38_48_347.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/right_2017_06_01_10_38_48_347.jpg, 0, 0, 0, 8.309565E-05
/home/gusein/MachineLearning/behavioral-cloning/IMG/center_2017_06_01_10_38_48_476.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/left_2017_06_01_10_38_48_476.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/right_2017_06_01_10_38_48_476.jpg, 0, 0, 0, 8.3741E-05
/home/gusein/MachineLearning/behavioral-cloning/IMG/center_2017_06_01_10_38_48_601.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/left_2017_06_01_10_38_48_601.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/right_2017_06_01_10_38_48_601.jpg, 0, 0, 0, 7.818328E-05
/home/gusein/MachineLearning/behavioral-cloning/IMG/center_2017_06_01_10_38_48_724.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/left_2017_06_01_10_38_48_724.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/right_2017_06_01_10_38_48_724.jpg, 0, 0, 0, 6.977881E-05
/home/gusein/MachineLearning/behavioral-cloning/IMG/center_2017_06_01_10_38_48_832.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/left_2017_06_01_10_38_48_832.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/right_2017_06_01_10_38_48_832.jpg, 0, 0, 0, 0.0001136549
/home/gusein/MachineLearning/behavioral-cloning/IMG/center_2017_06_01_10_38_48_952.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/left_2017_06_01_10_38_48_952.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/right_2017_06_01_10_38_48_952.jpg, 0, 0, 0, 7.500422E-05
/home/gusein/MachineLearning/behavioral-cloning/IMG/center_2017_06_01_10_38_49_080.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/left_2017_06_01_10_38_49_080.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/right_2017_06_01_10_38_49_080.jpg, 0, 0, 0, 0.0001114925
/home/gusein/MachineLearning/behavioral-cloning/IMG/center_2017_06_01_10_38_49_207.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/left_2017_06_01_10_38_49_207.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/right_2017_06_01_10_38_49_207.jpg, 0, 0, 0, 6.855219E-05
/home/gusein/MachineLearning/behavioral-cloning/IMG/center_2017_06_01_10_38_49_334.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/left_2017_06_01_10_38_49_334.jpg, /home/gusein/MachineLearning/behavioral-cloning/IMG/right_2017_06_01_10_38_49_334.jpg, 0, 0, 0, 8.367522E-05
